block_number,timestamp,user_address,token_address,token_symbol,token_balance,usd_price
3000000,1710857973,0xd8bc557fb66a16f0d84cb34719b28318830e70ef,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,10481353,1
3000000,1710857973,0x26bdacd54b4153664ff5976a5a552fd3677b5458,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,104628,1
3000000,1710857973,0xb01f4c5d4c404877e241f04f072ece5b933ccfd2,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0x4e6e7eb18d684f443ace8ce55e3713c3dad7c1b2,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1163,1
3000000,1710857973,0x27a517eb3a9f7a120006af1af5a18357e5f0a2c7,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,3,1
3000000,1710857973,0x27f0b7fa41a6e4617b4284138278f81281214cc1,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,53377401,1
3000000,1710857973,0x3774539539a91ba9dbcfba5802fcbdbb8a40f45f,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0x2c64a1d5d602e7fb6d21da6211dcecc6e17a0649,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,27275625,1
3000000,1710857973,0xa17a26dc721c49725df7bcae8385c6d90c199de6,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,135733,1
3000000,1710857973,0x5412d9a9ae7323124d15c0252afad2cdce926e4b,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,482359,1
3000000,1710857973,0x8c3d61179cbcac0adbfd15e00f8e8e38d460537e,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,219527,1
3000000,1710857973,0x0fbd13d2a05be841c927d0a8a88834cc08d8269d,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,209072,1
3000000,1710857973,0xcc5250148a49c72701133809ec462f88c493c9ac,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,209071,1
3000000,1710857973,0xcd447ac7b9cf721d52325c1e1283413a80a9380d,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,292696,1
3000000,1710857973,0x75ba9556860886cf72f94e2ebb109e7063fd7878,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,254770,1
3000000,1710857973,0xdda8fcf5cfe78a7232041154d1939cb498dc8d0a,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,272046,1
3000000,1710857973,0x19747f5083d07f6f7d47efbf9e954850ed684595,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,338527,1
3000000,1710857973,0xe5d03eb974696705d7e03e7fee2e11b2c2ada3ae,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,313590,1
3000000,1710857973,0x38d347f6561efb5ca64664a63277cc663624e586,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,271075,1
3000000,1710857973,0x25769da67e95978c23492d983e6ead37f6d1fd40,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,209058,1
3000000,1710857973,0xc168302ea984682dc913d7dc17f31810a0d35b73,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,156793,1
3000000,1710857973,0xd602d7023dfd4e8f4987590982004cafbffaeee0,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,274421,1
3000000,1710857973,0x7bd180971083c2c49d8443af0eab3879c17fbd0a,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,156780,1
3000000,1710857973,0xe3eac8ac618213f188e86400cb9757456a167155,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,171408,1
3000000,1710857973,0xbb347d2e13248e53e6140d2b7010cc53f3e45dde,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,188711,1
3000000,1710857973,0x500be939149c53397ff27e8db328bdd6e6affcc8,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,188891,1
3000000,1710857973,0x87044c784a28bafc1cd26c985d08f8bf52a57f81,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,222527,1
3000000,1710857973,0xef401f073c731ed6c32c0eb971686482db58410d,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,5,1
3000000,1710857973,0x5fac58b79bfeabf698362340a32fcb57c73feb45,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,125420,1
3000000,1710857973,0x3046703a5bec75ab57c94a73d54e823243762356,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,177672,1
3000000,1710857973,0x0d49ee3d9ba1c05afacb8fa8f2fa0cc53bffd57c,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,170698,1
3000000,1710857973,0xcc06bdcaed39ee34e917d329bd2bf7ae44c78eb3,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,10450,1
3000000,1710857973,0x3a1711bce829e721c83a20dd05dee70b8a4bb644,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,85,1
3000000,1710857973,0xd46d432e916a88635603cccba08208e03278f99f,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,29,1
3000000,1710857973,0x5414952ef2231e41fd4912f5121946a683749eee,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1889339,1
3000000,1710857973,0xbd0b0ff7faeb9e64ee5db32bf37aa64aa4440259,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0x0032673127953050bdfc12a031b08b9d7df79ea7,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0xd54d564606611a3502fe8909bbd3075dbeb77813,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,17577308279,1
3000000,1710857973,0x9d87e067e5e79a55592ea1ed47bdad6aaaf05d29,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0x562bff166fc684b94e3386cac1368ae8a491ad35,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0x2b0b63e652309fe7f5faf5474b49dad3bc1615d9,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1043667,1
3000000,1710857973,0x5b06eb50ceb6d4743b8e2fd06e0c45402d3bdecd,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,4,1
3000000,1710857973,0x0b7f27a76b3f2551885518d59c4f9b1c6bbd545d,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,2087302,1
3000000,1710857973,0x6e944455211413d9d76cc819c4118cd3a0f846ba,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,61,1
3000000,1710857973,0xeb87ce2dc9972253a4cbc2cb1068739a0c81a711,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,10432,1
3000000,1710857973,0xd2821e5846c80251566a34118df676fff781fc15,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,10432,1
3000000,1710857973,0x06e712bac9e0534707d6342405701c9d4e078fca,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0x6def10ef0fd81bcb10a13c8fcf78d1968567b260,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,5,1
3000000,1710857973,0x1092344bd96f351a00d07e75fa4974076342b779,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,156389,1
3000000,1710857973,0xe2d1b3c4807ace55767c1f320c7c052d94b517f6,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0x6b7fe8e215a2374a5f52e39cb24b0ba77ecd4007,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,104191,1
3000000,1710857973,0x180c54a6804eb7c4296f48aa1606932db43d726b,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,89304,1
3000000,1710857973,0xf606c1e43b09776852d524d421f865f4044aaba7,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
3000000,1710857973,0xed9a912182745fe101ecb4291d00b802d982ba0f,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,11457767,1
3000000,1710857973,0x3ccaec9e942a36d4cd8a9461ed7181c83b7232cb,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,114544,1
3000000,1710857973,0xa97497823e22029b120f4be9afed4d4ccca9a831,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,137604,1
3000000,1710857973,0x55e972c4e8e12d5cd96a2bdb41ec353b55543e72,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,83305,1
3000000,1710857973,0xb54d5ca067bf0e111a5bdffef9b626d671fe2183,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,93718,1
3000000,1710857973,0xb9833e0c1c5b5d66deeda20f8bfa68e6734b3233,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,81336,1
3000000,1710857973,0x6b4ce96aa6abf368c4e5b644d2dab5b9ae723e5f,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,149696,1
3000000,1710857973,0xd18ce54f238b5d5691e6d82e978bfcfa49306ca0,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,76042,1
3000000,1710857973,0x1b78c07fa4e529f884979d1af4b41150805f66ae,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,127922,1
3000000,1710857973,0xe89ade32e96a85473bbeecf716be42e763889d0b,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,93715,1
3000000,1710857973,0x0d0c4bacc29deb8fcc485f41223addef8015a3db,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,21089,1
3000000,1710857973,0xc5c598f0c003729704abf1f2164f6c2a8fddba49,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,10411,1
3000000,1710857973,0xa502107ce1393d37ba9e74cfbc70235eb9e8d028,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,11,1
3000000,1710857973,0xfd7bd29e1050932829c1fc080ea42d7394c42847,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,170274,1
3000000,1710857973,0x2b6f137f701ae57b9bec9d74822a70302ef73b3b,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,114479,1
3000000,1710857973,0x6d6288a775f203ef1173e1ffac7aa50081e3f924,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,62443,1
3000000,1710857973,0x199b0ba045f8b76955b8cbb09541e98d618666d9,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,104072,1
3000000,1710857973,0x02122f1d4a2ea38f2e537fdbdf5e2b775207cd3c,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,26788,1
3000000,1710857973,0x0b8ea2fa09399bcb27b98fd3cbbb986df8c38a8c,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,66294,1
3000000,1710857973,0xb05f7c2b9b08758ea890fbdc92cb00a1146a9fe9,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,13,1
3000000,1710857973,0x346705b64ec4da24090eb542b1a761a709db2ca6,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,60043,1
3000000,1710857973,0xf74464e331bc97540e5002daaee4e9c96ff8910c,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,88732,1
3000000,1710857973,0xa0d59495e5d17cf6b049924fe5f74a3c266c508d,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,35484,1
3000000,1710857973,0x6d93355e571f8343b4ec19a92a7441b70d29f0f9,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,117463,1
3000000,1710857973,0xff41a1d7b9370f7dc3129d7609413ecab799140a,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,135279,1
3000000,1710857973,0x7750b18cc5398f2bdde8dd368762d85e764497ec,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,11446128,1
3000000,1710857973,0xe7c60e30c135f132c18bef795c044e93922a6dea,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,52027,1
3000000,1710857973,0x83782a5ec557be21ac356e3673e2fd5897ea8fad,0x4af215dbe27fc030f37f73109b85f421fab45b7a,LUSDC,1,1
