block_number,timestamp,token_address,token_balance,user_address
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2297089750757496886,0xa85dfde5b72285350e9b7d8d05639fb7416f03dc
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2400092058781971175,0x3d06fc7d665276a16baa8f7f6191823a13aef951
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2199999600458050029,0x6ccf10e601163ee005fa0cef261637656a33bbc4
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2499999529012480955,0x218ad38c7de95e431049ec5fee23f61778cd7a9c
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2199998216236725330,0x17bde2c2210451a5903bab372aa23e0d8f5dd170
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,209790052000000000000,0x1e21d7fd607e03a77c8679068cd90dd8c3814e7b
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2599998792956905857,0x9e4b95d51dc2776c82041fa4351878482a25706a
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,1999998857282247121,0xa4e731abfa4ca1fb6e30617454ffe28f81270f22
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2299999814907786128,0x9ddc9b91d013caf679a3a856c736033a78cc4a05
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2100056040452606088,0x8eaffc32ada4e329f3f7c75974b755696b353e08
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2599999073285959873,0xbcb7fcfba082c1f242ce03cbddec314ff8f56e8e
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,73479789115200165410,0x10a5adc8c0e8d27aab2726e6301832b0eae90a35
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,100006278848106607076,0xd3ad72af19df2633e25f1370036a501b21232ed7
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2399998323275772800,0x51c9ed0c1421786762e4a25f90f75a660eeb4f8d
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2998268886764942533,0x4f3915c67233d718dcd036f80ee95d101a859638
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2499998101830953485,0x0d6457209eac29196f0d7bf9183364be7453faec
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2499999858025937251,0xd249c79e0e65aa2e2bf8be1413a3615dd03e14f7
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2699998248484850559,0xf604c8e09589ea91a7973a8dcd3c4daeb06e0db1
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2999998668350011552,0x1329fa047a977e7933215046353b1618b64cb971
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,13454748022299952466,0x85cc8d4be4c18e5ada0e584f2c844446d0ff065d
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,1999998307385411837,0x3f4fb7fb52cc7564a78bb340ff0c22d162f02048
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,983632747921156409213,0x01aa62b03d9955a81e4b7dab561cd183e7e666b8
3753690,1713304501,0x894134a25a5faC1c2C26F1d8fBf05111a3CB9487,2099998260210737577,0x102f6ec998da32942af1454d46f5f7e46179ed88
