block_number,timestamp,user_address,token_address,token_balance,token_symbol,usd_price
3036578,1711004285,0x9c937984346b3dd9bc671e279c81b79afaa784f4,0x0000000000000000000000000000000000000001,20899999880878092,,0
3036578,1711004285,0xc5c408ec4c61a905ce45d41162b83ef2e06fcca0,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,25999999,,0
3036578,1711004285,0x2520dfa2a6b4ac42db6a94eac5dd0e6076d64ac4,0x0000000000000000000000000000000000000001,14999999866475899,,0
3036578,1711004285,0x8b3e618953314e20f3cbfce86b9b6f8ea617ef3b,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,69700,,0
3036578,1711004285,0xda8e01696e52ef6d28272cebbfe49e0a2ebcb61a,0xa219439258ca9da29e9cc4ce5596924745e12b93,25999999,,0
3036578,1711004285,0x2fe5117806d3ab24c838ae9105b7ce5a38f09058,0x0000000000000000000000000000000000000001,223962510349470,,0
3036578,1711004285,0x2fe5117806d3ab24c838ae9105b7ce5a38f09058,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,902886,,0
3036578,1711004285,0x7baae4eab0e08ebb47f0b39acd77e390d4f321cf,0x0000000000000000000000000000000000000001,412579203449573,,0
3036578,1711004285,0x7baae4eab0e08ebb47f0b39acd77e390d4f321cf,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,2097821,,0
3036578,1711004285,0x22ad4b160bd4fc4808b3c485b915639445e33906,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,25999999,,0
3036578,1711004285,0x98b5f75ace50f44c2624d70c29d42d7f9332f291,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,29999999,,0
3036578,1711004285,0x606d2c436a07be40c276a6176bb1376c34e49ee9,0x0000000000000000000000000000000000000001,19999999863907374,,0
3036578,1711004285,0x6c29aafa867f453bc8ff52d0c8cadd26a010edf7,0x0000000000000000000000000000000000000001,999882729166,,0
3036578,1711004285,0x2308c4145a12bac6d47eca0d93257bc1e3cb860e,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,30999999,,0
3036578,1711004285,0xe7f9b1f8b95d7aabe1ce649de1d12b8be0186536,0x0000000000000000000000000000000000000001,12032180293074140,,0
3036578,1711004285,0xbddf929aa29e836f8bec4d12469de8ea16cfb31e,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,26354399,,0
3036578,1711004285,0x4be8b1f9d5db1629e0bf62a0166affdfd508353f,0x0000000000000000000000000000000000000001,19999999820711300,,0
3036578,1711004285,0xc3b661f847e06c2b3bd9d5a356757f3e765a822e,0x0000000000000000000000000000000000000001,19999999977891360,,0
3036578,1711004285,0x95a3ef3206282bd85a9ff9cc8d0079144cc2735a,0x0000000000000000000000000000000000000001,30999999821438107,,0
3036578,1711004285,0xb2a6a10ff5ca8aa4ca5b9193f56b8bf028e0729a,0x0000000000000000000000000000000000000001,362353393268156,,0
3036578,1711004285,0xb2a6a10ff5ca8aa4ca5b9193f56b8bf028e0729a,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,1693966,,0
3036578,1711004285,0x460635d1edaf3d25b419e3c4aace5c296e4ec02f,0x0000000000000000000000000000000000000001,12999999821497458,,0
3036578,1711004285,0xa1f62daf42d8bcd3669dec72271b3f658b9c3891,0x0000000000000000000000000000000000000001,12999999927633645,,0
3036578,1711004285,0x3e407f4158440f1e5a9e6ba98b0198aea6d837e3,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,28000000,,0
3036578,1711004285,0xba71005f63f9d43ec3ae8ad35a06e6a6776215ae,0x0000000000000000000000000000000000000001,11999999878507618,,0
3036578,1711004285,0xdefe72032d819186f5827a06021cc899fb459a10,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,38652,,0
3036578,1711004285,0xafaae08fe2e4107a4e00141d04af003542256560,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,27999999,,0
3036578,1711004285,0x2537d01414baff9cac42f78270f2ba50cde324f4,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,25999999,,0
3036578,1711004285,0x3f86a3993c330dae0193b6081d49b32fb21090b8,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,25999999,,0
3036578,1711004285,0x66d04143395256769d19deb6ef0bbb1ac63d5219,0x0000000000000000000000000000000000000001,19999999940151586,,0
3036578,1711004285,0x042431c64d6a97878244f72986e514394977dcf2,0x0000000000000000000000000000000000000001,30000000193246898,,0
3036578,1711004285,0x3215cff977f8cd6841ce750957f225b9a73a316f,0x0000000000000000000000000000000000000001,177068034146596,,0
3036578,1711004285,0x3215cff977f8cd6841ce750957f225b9a73a316f,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,645107,,0
3036578,1711004285,0xdc7dbbdd10078dc5e5a30c1e5bf4470c08863d5a,0xa219439258ca9da29e9cc4ce5596924745e12b93,26430089,,0
3036578,1711004285,0x0bdf5920f4a61d32eb5b85997ad68be04a6582c8,0x0000000000000000000000000000000000000001,14999999930514429,,0
3036578,1711004285,0x69bf1bfdfec6a36b7106c3211fc9023e38ba67d0,0x0000000000000000000000000000000000000001,354798147881702,,0
3036578,1711004285,0x69bf1bfdfec6a36b7106c3211fc9023e38ba67d0,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,8233,,0
3036578,1711004285,0x2da05a180d581f97e4ad7be5756f9f5ef18772f5,0x0000000000000000000000000000000000000001,211232883153639,,0
3036578,1711004285,0x2da05a180d581f97e4ad7be5756f9f5ef18772f5,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,564756,,0
3036578,1711004285,0xd9d860a621535087e5dc4db775ad723630c34c75,0x0000000000000000000000000000000000000001,219523335441033,,0
3036578,1711004285,0xd9d860a621535087e5dc4db775ad723630c34c75,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,1058589,,0
3036578,1711004285,0xb1e302b3a3b0de2173c1a1c2de19d2868b7c446d,0x0000000000000000000000000000000000000001,14110000597801629,,0
3036578,1711004285,0xc6b264baea51d63ffedd235ec32c8798cec29e9c,0xa219439258ca9da29e9cc4ce5596924745e12b93,391017,,0
3036578,1711004285,0xc6b264baea51d63ffedd235ec32c8798cec29e9c,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,614713,,0
3036578,1711004285,0x2cea3a8aa881b0467ee8520d8d7b551b3ce09128,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,29999999,,0
3036578,1711004285,0xd0812bd5edfb52830a32b773ba1a6715d0ff7590,0x0000000000000000000000000000000000000001,242424140491922,,0
3036578,1711004285,0xd0812bd5edfb52830a32b773ba1a6715d0ff7590,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,638163,,0
3036578,1711004285,0x247f1dbbb38bdebaca6114f22a519847ece0b596,0x0000000000000000000000000000000000000001,21999999778845808,,0
3036578,1711004285,0x4257b17c8b25cb08d06916d6771956d33be7ed49,0x0000000000000000000000000000000000000001,12999999962059129,,0
3036578,1711004285,0x14740941b81ad6f09092a0ca1902fc95c930015c,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,193063,,0
3036578,1711004285,0x983317941e0862304e51d1d936e124fe8a348f03,0x0000000000000000000000000000000000000001,19999999970688244,,0
3036578,1711004285,0x9faaade07e173140e8c802025367097cc868fbaa,0x0000000000000000000000000000000000000001,237657688582050,,0
3036578,1711004285,0x9faaade07e173140e8c802025367097cc868fbaa,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,1078531,,0
3036578,1711004285,0x496c1fdf3f6735532989721ed75cecab6b40642e,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,890578,,0
3036578,1711004285,0x2e31c578b81035f62bc93eae47c8bcf9ebd0fe19,0x0000000000000000000000000000000000000001,1049848666132826,,0
3036578,1711004285,0x2e31c578b81035f62bc93eae47c8bcf9ebd0fe19,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,454,,0
3036578,1711004285,0x2551dc445daf962fd020d52d25fc88c476ecc7cf,0x0000000000000000000000000000000000000001,19999999876947792,,0
3036578,1711004285,0x386f55fddbadf4920cc35920902215fe7ce94808,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,30389075,,0
3036578,1711004285,0x0d03783248945cde30ff03d891c553a3294766c7,0x0000000000000000000000000000000000000001,218894376201847,,0
3036578,1711004285,0x0d03783248945cde30ff03d891c553a3294766c7,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,426,,0
3036578,1711004285,0xb16ff5f0399440d1180d3af7fd82c64f6a875dd5,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,13999999,,0
3036578,1711004285,0xb16ff5f0399440d1180d3af7fd82c64f6a875dd5,0x0000000000000000000000000000000000000001,6199999907672839,,0
3036578,1711004285,0x5ea0acaaf9a1c5d9cf93ecdb733ef6c6d66663b0,0x0000000000000000000000000000000000000001,736323305851168,,0
3036578,1711004285,0x5ea0acaaf9a1c5d9cf93ecdb733ef6c6d66663b0,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,1909079,,0
3036578,1711004285,0x14cee23a36f6b134c5a12dd0f86d84100657b2ee,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,50000000,,0
3036578,1711004285,0x8bcd0f943e7ad6d5be1827a12c888a69c9c9987e,0x0000000000000000000000000000000000000001,12999999883066687,,0
3036578,1711004285,0x21ab1a84f7953a924eca8a9e78d017dd0152f128,0x0000000000000000000000000000000000000001,14999999806004809,,0
3036578,1711004285,0x51f5626e36f62c5e82240457a246b2c7174780f9,0x0000000000000000000000000000000000000001,19999999807864560,,0
3036578,1711004285,0xbe2b8ed9e4ecc4e4379c4c581aff0a62b9b544aa,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,26829999,,0
3036578,1711004285,0xb669314e175d4a5440996af5002e551c5eaf9b4f,0xa219439258ca9da29e9cc4ce5596924745e12b93,31665719,,0
3036578,1711004285,0xe6f061cf5b88bb6f45334d935dce70046f852de4,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,25999999,,0
3036578,1711004285,0xf0607e43f7fb2c888324deab09e34e4abfee6483,0x0000000000000000000000000000000000000001,12000000075771081,,0
3036578,1711004285,0x558e1e574e4c5d1aa6ce5edd070e761f3982cd33,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,29999999,,0
3036578,1711004285,0xaed88729d6e9f7304eb3b9aa224a597162ded94d,0x0000000000000000000000000000000000000001,57250633071301720,,0
3036578,1711004285,0x1a7eed1588b2dc9d72c8f3e2447d07e304cbbf9c,0x0000000000000000000000000000000000000001,12299999903825093,,0
3036578,1711004285,0xcd79272e57a870c0b1f69a8c840244364c4a0260,0x0000000000000000000000000000000000000001,1384225424003473,,0
3036578,1711004285,0xcd79272e57a870c0b1f69a8c840244364c4a0260,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,4875339,,0
