user_address,timestamp,token_address,block_number,token_symbol,token_balance,usd_price
0xb19d4d95a26b8c353039c8cd01f0b158555cf4fe,2024-04-09T13:18:08.000Z,0xb47b0fead3abab48ec4becf3bdb54cf9f2c9c9bc,3542074,USDC/WETH HZN NFT,1481068367412,90.00037
